RUN	ComputerDatabaseSimulation	computerdatabasesimulation	1548617615444	 	3.0.0-RC4
USER	Users	1	START	1548617618932	1548617618932
USER	Users	2	START	1548617619085	1548617619085
USER	Users	3	START	1548617619184	1548617619184
USER	Users	4	START	1548617619284	1548617619284
USER	Users	5	START	1548617619384	1548617619384
USER	Users	6	START	1548617619495	1548617619495
REQUEST	2		Home	1548617619087	1548617619563	OK	 
REQUEST	1		Home	1548617618965	1548617619546	OK	 
USER	Users	7	START	1548617619595	1548617619595
REQUEST	3		Home	1548617619187	1548617619643	OK	 
USER	Users	8	START	1548617619694	1548617619694
REQUEST	4		Home	1548617619285	1548617619762	OK	 
USER	Users	9	START	1548617619798	1548617619798
REQUEST	5		Home	1548617619386	1548617619942	OK	 
REQUEST	2		Home Redirect 1	1548617619576	1548617619949	OK	 
REQUEST	1		Home Redirect 1	1548617619577	1548617619917	OK	 
USER	Users	10	START	1548617619893	1548617619893
REQUEST	3		Home Redirect 1	1548617619644	1548617619960	OK	 
REQUEST	6		Home	1548617619496	1548617619976	OK	 
REQUEST	4		Home Redirect 1	1548617619765	1548617620085	OK	 
REQUEST	7		Home	1548617619600	1548617620115	OK	 
REQUEST	8		Home	1548617619695	1548617620172	OK	 
REQUEST	5		Home Redirect 1	1548617619966	1548617620283	OK	 
REQUEST	6		Home Redirect 1	1548617619993	1548617620292	OK	 
REQUEST	9		Home	1548617619802	1548617620307	OK	 
REQUEST	7		Home Redirect 1	1548617620116	1548617620365	OK	 
REQUEST	8		Home Redirect 1	1548617620179	1548617620447	OK	 
REQUEST	10		Home	1548617619931	1548617620494	OK	 
REQUEST	9		Home Redirect 1	1548617620313	1548617620606	OK	 
REQUEST	10		Home Redirect 1	1548617620495	1548617620833	OK	 
REQUEST	2		Search	1548617621041	1548617621295	OK	 
REQUEST	4		Search	1548617621125	1548617621435	OK	 
REQUEST	3		Search	1548617621062	1548617621342	OK	 
REQUEST	1		Search	1548617620995	1548617621265	OK	 
REQUEST	5		Search	1548617621319	1548617621661	OK	 
REQUEST	6		Search	1548617621340	1548617621677	OK	 
REQUEST	7		Search	1548617621404	1548617621684	OK	 
REQUEST	8		Search	1548617621465	1548617621737	OK	 
REQUEST	9		Search	1548617621643	1548617621979	OK	 
REQUEST	10		Search	1548617621872	1548617622245	OK	 
REQUEST	2		Select	1548617622287	1548617622607	OK	 
REQUEST	1		Select	1548617622262	1548617622610	OK	 
REQUEST	3		Select	1548617622338	1548617622636	OK	 
REQUEST	4		Select	1548617622437	1548617622803	OK	 
REQUEST	5		Select	1548617622675	1548617623031	OK	 
REQUEST	7		Select	1548617622686	1548617623087	OK	 
REQUEST	6		Select	1548617622693	1548617623112	OK	 
REQUEST	8		Select	1548617622766	1548617623125	OK	 
REQUEST	9		Select	1548617623035	1548617623353	OK	 
